ID,State,Member ID,Username,Challenge ID,Created at,Image
3645,SUCCESS,846,기쁨,1,2023-11-21T20:03:33.086Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_846/participation_1093_374ad13594f346daae96e26c53a9cd25.jpg
3637,SUCCESS,902,Eunyun 11,1,2023-11-21T19:03:19.531Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_902/participation_1876_c06f8c98874340b9b5b7a06f039c26d0.jpg
3633,SUCCESS,553,Tou,1,2023-11-21T18:47:45.930Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_553/participation_1822_5937dfa2d5474d039cb8a50bc35cbbae.jpg
3628,SUCCESS,534,남호규,1,2023-11-21T18:18:31.760Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_534/participation_2038_d7fdb91175894bb6bbc8cf93b2dae4ec.jpg
3624,SUCCESS,367,켈리장,1,2023-11-21T17:35:58.425Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_367/participation_2035_0f738143427f4f608683b5e5fdaf3d9e.jpg
3619,SUCCESS,835,지안 23,1,2023-11-21T16:54:56.402Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_835/participation_1187_944b761beded4c8898163925c5508243.jpg
3614,SUCCESS,706,Kkoby,1,2023-11-21T16:26:35.238Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_706/participation_1943_3eee7caba0084e18b6661e06fd9cd6d7.jpg
3613,SUCCESS,541,웃고살겠습니다,1,2023-11-21T16:20:35.223Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_541/participation_1930_c7e80a0f1bc1457db34054119b7a88f4.jpg
3605,SUCCESS,384,얼어죽은냉동인간,1,2023-11-21T15:25:36.401Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_384/participation_892_032e7044a9cc43618f9441e497ada89a.jpg
3603,SUCCESS,350,두아이맘v,1,2023-11-21T15:10:05.449Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_350/participation_1998_db173cb592b04b609191a91c59127d77.jpg
3601,FAIL,964,만두킹,1,2023-11-21T14:59:14.498Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_964/participation_1938_a609b006e898451a816c5c4f987ca32a.jpg
3600,FAIL,964,만두킹,1,2023-11-21T14:59:12.212Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_964/participation_1938_11054852307443459310471ffe5665f1.jpg
3599,SUCCESS,498,연희,1,2023-11-21T14:53:25.762Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_498/participation_2027_9b31a3235355434685b66a181d94e638.jpg
3598,SUCCESS,1095,Realapeach,1,2023-11-21T14:38:22.020Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_1095/participation_2026_9f382c1a626d402ba81c4001589e02de.jpg
3594,SUCCESS,517,건강짱,1,2023-11-21T14:12:12.338Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_517/participation_1563_06d81bb4bc7649a9b92151737b78df4b.jpg
3593,SUCCESS,716,배고파,1,2023-11-21T14:06:12.815Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_716/participation_1945_a98460aeb6aa404cad8f73793c3b7328.jpg
3591,SUCCESS,94,심심풀이,1,2023-11-21T14:02:59.169Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_94/participation_1862_0ddb4a2e0fbc40f997e05e2e19340ea4.jpg
3589,SUCCESS,702,김용표,1,2023-11-21T13:43:56.130Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_702/participation_1479_211b295d75b743d8aa2ff086c7e73020.jpg
3584,SUCCESS,803,호빵수니,1,2023-11-21T13:19:31.514Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_803/participation_1839_f88906ea78024e1892289e080581d0ef.jpg
3579,SUCCESS,849,상록수,1,2023-11-21T13:03:34.036Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_849/participation_2020_07f23543ae9d48598c0a09a4ec289ecf.jpg
3576,SUCCESS,890,네잎크로바,1,2023-11-21T13:00:47.624Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_890/participation_2016_c09d23484dfe4ad0b7eeef40edd7864c.jpg
3574,SUCCESS,581,은선수,1,2023-11-21T12:43:07.471Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_581/participation_1918_31b60c5c8c334306ad43ea77ca09b430.jpg
3570,SUCCESS,1067,할아범,1,2023-11-21T12:29:16.155Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_1067/participation_1906_b807f25ebc954bb484e44cf8a59e1d41.jpg
3569,SUCCESS,1051,양희티비,1,2023-11-21T12:26:26.928Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_1051/participation_1493_86587e3bc7584cbfa5a4aee121d658b3.jpg
3565,SUCCESS,1056,아범,1,2023-11-21T12:20:43.131Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_1056/participation_2013_46ac111d3bc6465cb3d4367479710db1.jpg
3563,SUCCESS,249,이니랑,1,2023-11-21T12:12:58.400Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_249/participation_1923_3c90e67401014351aa507affb504b9ad.jpg
3560,SUCCESS,508,나영,1,2023-11-21T12:04:57.004Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_508/participation_2010_6a073c5208b647b3a6af9c152a8d9fe5.jpg
3559,SUCCESS,1172,써니,1,2023-11-21T12:04:26.064Z,https://savable-app-server.s3.ap-northeast-2.amazonaws.com/verification/member_1172/participation_2009_a3c28457b710497cb21d12fedb07e84c.jpg
